CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Alzheimer's Disease,Death,2016,City of San Diego,Municipal,SAN DIEGO,14,NA,NA,494,35.47,35.18,,,,,,,,,494,292.51,168,23.72,30.57,,,,,,,,,168,224.15,326,47.61,38.1,,,,,,,,,326,126.79,326,347.02,367,60.18,,,,,,,,,367,355.98,131,41.19,,,,,,,,,131,276.38,236,80.84,,,,,,,,,236,176.42,236,423.65,18,21.97,,,,,,,,,18,200.46,6,13.75,,,,,,,,,6,148.46,12,31.85,,,,,,,,,12,80.87,12,244.92,66,15.23,,,,,,,,,66,241.08,19,8.71,,,,,,,,,19,167.61,47,21.74,,,,,,,,,47,80.9,47,292.23,40,18.17,,,,,,,,,40,146.87,11,10.51,,,,,,,,,11,98.6,29,25.16,,,,,,,,,29,63.23,29,180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2016,City of San Marcos,Municipal,SAN MARCOS,15,NA,NA,47,50.47,42.17,,,,,,,,,45,375.21,21,45.92,48.68,,,,,,,,,20,390.32,26,54.83,37.46,,,,,,,,,26,144.89,25,363.96,39,89.32,,,,,,,,,38,432.33,17,81.34,,,,,,,,,16,430.11,22,96.97,,,,,,,,,22,196.04,22,434.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2016,City of Solana Beach,Municipal,SOLANA BEACH,17,NA,NA,8,62.69,41.35,,,,,,,,,8,312.87,5,78.96,63.23,,,,,,,,,5,416.16,,,,,,,,,,,,,,,,8,87.97,,,,,,,,,8,369.29,5,109.5,,,,,,,,,5,485.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2016,City of Vista,Municipal,VISTA,18,NA,NA,42,42.96,40.14,,,,,,,,,42,356.48,9,18.22,23.59,,,,,,,,,9,177.35,33,68.1,50.63,,,,,,,,,33,180.83,33,495.68,33,76.66,,,,,,,,,33,383.37,9,41.59,,,,,,,,,9,242.02,24,111.99,,,,,,,,,24,215.29,24,494.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13.48,,,,,,,,,6,287.3,,,,,,,,,,,,,6,27.54,,,,,,,,,6,115.36,6,506.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2016,Unincorporated,Municipal,UNINCORPORATED,19,NA,NA,217,42.38,38.37,,,,,,,,,216,291.22,72,27.59,31.81,,,,,,,,,72,213.73,145,57.74,42.5,,,,,,,,,145,135.61,144,355.47,186,68.25,,,,,,,,,185,333.01,61,43.47,,,,,,,,,61,236.19,125,94.85,,,,,,,,,125,176.62,124,417.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11.83,,,,,,,,,18,181.55,7,8.97,,,,,,,,,7,166.22,11,14.72,,,,,,,,,11,52.84,11,192.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,San Diego County,NA,SAN DIEGO COUNTY,99,NA,NA,166,5.05,4.92,,,,,,,6,0.74,160,37.17,71,4.29,5.05,,,,,,,,,68,35.78,95,5.81,4.77,,,,,,,,,95,14.61,92,38.26,121,7.95,,,,,,,,,118,41.2,51,6.54,,,,,,,,,50,38.26,70,9.44,,,,,,,,,70,18.87,68,43.67,5,3.19,,,,,,,,,5,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.55,,,,,,,,,17,23.56,6,1.1,,,,,,,,,6,20.36,11,1.99,,,,,,,,,11,7.11,11,25.77,11,2.81,,,,,,,,,10,19.55,5,2.73,,,,,,,,,,,6,2.88,,,,,,,,,6,6.97,6,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.37,,,,,,,,,9,192.14,6,11.21,,,,,,,,,5,233.54,5,9.5,,,,,,,,,5,49.35,,
Alzheimer's Disease,ED Discharge,2016,Central Region,Region,CENTRAL,3,CENTRAL,NA,20,3.99,4.88,,,,,,,,,19,36.47,14,5.39,7.66,,,,,,,,,13,55.7,6,2.48,2.69,,,,,,,,,6,7.29,6,20.87,14,8.63,,,,,,,,,14,59.02,10,11.31,,,,,,,,,10,88.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Central San Diego,SRA,CENTRAL SAN DIEGO,1,CENTRAL,Supervisorial District 4,8,4.48,5.57,,,,,,,,,8,42.51,5,5.19,7.53,,,,,,,,,5,56.9,,,,,,,,,,,,,,,,7,8.52,,,,,,,,,7,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Mid-City,SRA,MID-CITY,6,CENTRAL,Supervisorial District 4,9,5.35,7.27,,,,,,,,,8,50.42,6,7.29,11.39,,,,,,,,,5,73.44,,,,,,,,,,,,,,,,6,11.07,,,,,,,,,6,74.86,5,18.39,,,,,,,,,5,140.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,East Region,Region,EAST,5,EAST,NA,37,7.69,6.99,,,,,,,,,36,51,11,4.64,4.77,,,,,,,,,10,32.31,26,10.65,8.25,,,,,,,,,26,24.42,26,65.58,26,9.48,,,,,,,,,26,48.33,5,3.67,,,,,,,,,5,20.72,21,15.24,,,,,,,,,21,28.93,21,70.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Alpine,SRA,ALPINE,38,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,El Cajon,SRA,EL CAJON,34,EAST,Supervisorial District 2,15,11.47,9.89,,,,,,,,,14,73.91,,,,,,,,,,,,,,11,16.19,12.02,,,,,,,,,11,37.61,11,100.6,7,9.85,,,,,,,,,7,49.99,,,,,,,,,,,,,6,15.18,,,,,,,,,6,28.94,6,70.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Harbison Crest,SRA,HARBISON CREST,37,EAST,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Harbison Crest-El Cajon,NA,HARBISON CREST-EL CAJON,99,EAST,Supervisorial District 2,16,11.05,9.62,,,,,,,,,15,71.61,5,6.48,5.75,,,,,,,,,,,11,15.51,11.63,,,,,,,,,11,35.99,11,96.5,8,9.92,,,,,,,,,8,50.51,,,,,,,,,,,,,6,15.33,,,,,,,,,6,29.21,6,71.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Jamul,SRA,JAMUL,30,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,La Mesa,SRA,LA MESA,33,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Laguna-Pine Valley,SRA,LAGUNA-PINE VALLEY,61,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Lakeside,SRA,LAKESIDE,36,EAST,Supervisorial District 2,5,7.77,8.29,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Lemon Grove,SRA,LEMON GROVE,32,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Mountain Empire,SRA,MOUNTAIN EMPIRE,62,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Santee,SRA,SANTEE,35,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Spring Valley,SRA,SPRING VALLEY,31,EAST,Supervisorial District 2,5,6.33,5.83,,,,,,,,,5,44.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13.27,,,,,,,,,5,64.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,North Central Region,Region,NORTH CENTRAL,2,NORTH CENTRAL,NA,32,4.91,4.73,,,,,,,,,30,35.33,18,5.45,6.26,,,,,,,,,17,45.07,14,4.36,3.73,,,,,,,,,14,11.3,13,27.55,27,7.44,,,,,,,,,25,39.89,15,8.02,,,,,,,,,14,49.26,12,6.82,,,,,,,,,12,14.78,11,32.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Coastal,SRA,COASTAL,11,NORTH CENTRAL,Supervisorial District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Del Mar-Mira Mesa,SRA,DEL MAR-MIRA MESA,13,NORTH CENTRAL,Supervisorial District 3,7,3.92,5.53,,,,,,,,,7,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Elliott-Navajo,SRA,ELLIOTT-NAVAJO,17,NORTH CENTRAL,Supervisorial District 3,8,8.35,6.96,,,,,,,,,7,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.25,,,,,,,,,5,43.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2016,Kearny Mesa,SRA,KEARNY MESA,10,NORTH CENTRAL,Supervisorial District 4,10,6.26,5.29,,,,,,,,,10,43.2,7,8.23,8.62,,,,,,,,,6,63.61,,,,,,,,,,,,,,,,9,10.88,,,,,,,,,9,55.37,7,15.68,,,,,,,,,6,89.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2011,City of Del Mar,Municipal,DEL MAR,4,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
